RepRapFirmware height map file v2 generated at 2021-03-01 14:49, min error -0.157, max error 0.077, mean -0.024, deviation 0.070
xmin,xmax,ymin,ymax,radius,xspacing,yspacing,xnum,ynum
23.00,235.00,5.00,186.00,-1.00,30.25,30.00,8,7
 -0.157, -0.113, -0.053,  0.005, -0.030, -0.002, -0.048, -0.110
 -0.147, -0.070,  0.002,  0.040,  0.035,  0.058, -0.022, -0.130
 -0.118, -0.037,  0.038,  0.020,  0.035,  0.060, -0.002, -0.125
 -0.110, -0.032,  0.030,  0.077,  0.048,  0.043, -0.030, -0.125
 -0.113, -0.032,  0.043,  0.070,  0.038,  0.033, -0.045, -0.140
 -0.082,  0.005,  0.070,  0.035,  0.035,  0.040, -0.022, -0.157
 -0.065,  0.000,  0.043,  0.045,  0.035,  0.017, -0.050, -0.147
